source,image_path,mask_path,area_ratio,bbox_width_ratio,bbox_height_ratio,bbox_aspect_ratio,bbox_fill_ratio,inside_gray,outside_gray,inside_minus_outside
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\000.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\000_mask.png,0.008776664733886719,0.1962890625,0.0908203125,2.161290322580645,0.4923233295886161,87.51548767089844,81.87467956542969,5.64080810546875
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\001.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\001_mask.png,0.008822441101074219,0.2119140625,0.0888671875,2.3846153846153846,0.4684762242365929,75.78445434570312,83.954833984375,-8.170379638671875
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\002.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\002_mask.png,0.010496139526367188,0.205078125,0.0859375,2.3863636363636362,0.5955627705627705,89.7349624633789,82.63612365722656,7.098838806152344
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\003.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\003_mask.png,0.012622833251953125,0.18359375,0.146484375,1.2533333333333334,0.4693617021276596,87.9011001586914,83.4493408203125,4.451759338378906
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\004.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\004_mask.png,0.040477752685546875,0.591796875,0.1259765625,4.6976744186046515,0.5429426663596593,84.80772399902344,86.46868133544922,-1.6609573364257812
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\005.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\005_mask.png,0.042853355407714844,0.44140625,0.30859375,1.4303797468354431,0.31460036966506105,77.8138198852539,82.98284912109375,-5.169029235839844
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\006.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\006_mask.png,0.019731521606445312,0.0869140625,0.3203125,0.27134146341463417,0.7087558235132914,80.58970642089844,80.5413818359375,0.0483245849609375
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\007.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\007_mask.png,0.04089164733886719,0.146484375,0.4033203125,0.36319612590799033,0.692138821630347,89.6459732055664,84.95516204833984,4.6908111572265625
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\008.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\008_mask.png,0.015508651733398438,0.1328125,0.1982421875,0.6699507389162561,0.5890321645899739,94.16233825683594,84.86833190917969,9.29400634765625
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\009.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\009_mask.png,0.06859397888183594,0.55078125,0.169921875,3.2413793103448274,0.7329216597375071,88.97516632080078,86.18484497070312,2.7903213500976562
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\010.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\010_mask.png,0.03627777099609375,0.4072265625,0.1513671875,2.6903225806451614,0.5885356231144117,82.79434967041016,85.8609848022461,-3.0666351318359375
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\011.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\011_mask.png,0.012650489807128906,0.208984375,0.08984375,2.3260869565217392,0.673760666395774,101.43889617919922,84.05289459228516,17.386001586914062
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\012.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\012_mask.png,0.016773223876953125,0.2080078125,0.111328125,1.868421052631579,0.7243225434478214,81.14822387695312,87.02645111083984,-5.878227233886719
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\013.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\013_mask.png,0.00846099853515625,0.0703125,0.1708984375,0.4114285714285714,0.7041269841269842,91.53302764892578,84.83531188964844,6.697715759277344
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\014.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\014_mask.png,0.016655921936035156,0.24609375,0.10546875,2.3333333333333335,0.6417181069958847,95.43218231201172,84.78962707519531,10.642555236816406
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\015.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\015_mask.png,0.033977508544921875,0.505859375,0.1181640625,4.2809917355371905,0.5684291138836594,83.8031005859375,81.67974853515625,2.12335205078125
real,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\test\fold\016.png,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\leather\ground_truth\fold\016_mask.png,0.03326129913330078,0.568359375,0.103515625,5.490566037735849,0.565340724891396,93.62195587158203,79.4922866821289,14.129669189453125
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_000.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_000_mask.png,0.04739570617675781,0.1904296875,0.509765625,0.3735632183908046,0.48824049513704687,89.60134887695312,83.54081726074219,6.0605316162109375
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_001.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_001_mask.png,0.0729055404663086,0.5009765625,0.4921875,1.0178571428571428,0.2956735975741824,77.60779571533203,73.29108428955078,4.31671142578125
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_002.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_002_mask.png,0.0648965835571289,0.26171875,0.45703125,0.5726495726495726,0.5425516647531573,72.5186538696289,71.86624145507812,0.6524124145507812
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_003.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_003_mask.png,0.04464149475097656,0.3681640625,0.2509765625,1.4669260700389104,0.4831301798965827,88.3577651977539,83.75810241699219,4.599662780761719
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_004.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_004_mask.png,0.050540924072265625,0.322265625,0.28515625,1.13013698630137,0.5499792444997924,72.12899017333984,71.03104400634766,1.0979461669921875
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_005.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_005_mask.png,0.06430435180664062,0.41015625,0.404296875,1.0144927536231885,0.3877846790890269,91.85974884033203,74.62006378173828,17.23968505859375
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_006.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_006_mask.png,0.06735801696777344,0.2626953125,0.396484375,0.6625615763546798,0.6467119600051275,72.44993591308594,76.05006408691406,-3.600128173828125
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_007.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_007_mask.png,0.06410789489746094,0.513671875,0.185546875,2.768421052631579,0.6726235741444867,86.15937042236328,85.30329132080078,0.8560791015625
old_traditional,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\images\leather_trad_fold_008.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage10_leather_synthetic\traditional\leather\masks\leather_trad_fold_008_mask.png,0.02486705780029297,0.2744140625,0.2216796875,1.2378854625550662,0.4087823537711446,77.00471496582031,84.04339599609375,-7.0386810302734375
