sample_name,defect_type,source_image,output_image,output_mask,metadata,mask_pixels,mask_area_ratio,synthetic_source,accepted,reject_reasons,inside_mean_abs_diff,outside_mean_abs_diff,outside_p95_abs_diff,source_mask,traditional_image,conditioning_image,seed,model_id,variant,prompt
tile_trad_crack_000,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\170.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_000.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_000_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_000.json,2181,0.003090986394557823,traditional,1,,48.815223693847656,0.006121054291725159,0.0,,,,,,,
tile_trad_crack_001,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\087.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_001.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_001_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_001.json,6690,0.009481292517006802,traditional,1,,53.285404205322266,0.03781126067042351,0.0,,,,,,,
tile_trad_crack_002,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\114.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_002.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_002_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_002.json,11382,0.01613095238095238,traditional,1,,37.82159423828125,0.07127540558576584,0.0,,,,,,,
tile_trad_crack_003,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\145.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_003.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_003_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_003.json,10669,0.01512046485260771,traditional,1,,39.15830993652344,0.013676177710294724,0.0,,,,,,,
tile_trad_crack_004,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\033.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_004.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_004_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_004.json,23614,0.03346655328798186,traditional,1,,45.418766021728516,0.07001952826976776,0.0,,,,,,,
tile_trad_crack_005,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\006.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_005.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_005_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_005.json,5232,0.007414965986394558,traditional,1,,20.158384323120117,0.024254392832517624,0.0,,,,,,,
tile_trad_crack_006,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\130.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_006.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_006_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_006.json,19881,0.028176020408163267,traditional,1,,28.9786376953125,0.03733259439468384,0.0,,,,,,,
tile_trad_crack_007,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\161.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_007.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_007_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_007.json,13007,0.018433956916099774,traditional,1,,29.400680541992188,0.05115414038300514,0.0,,,,,,,
tile_trad_crack_008,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\208.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_008.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_008_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_008.json,19282,0.027327097505668935,traditional,1,,40.17564010620117,0.0708024650812149,0.0,,,,,,,
tile_trad_crack_009,crack,C:\Users\zsh\Desktop\昂坤视觉\MVTec_AD\tile\train\good\175.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\images\tile_trad_crack_009.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\masks\tile_trad_crack_009_mask.png,C:\Users\zsh\Desktop\昂坤视觉\industrial-defect-diffusion\outputs\stage7_synthetic\traditional\tile\metadata\tile_trad_crack_009.json,10577,0.014990079365079364,traditional,1,,38.267372131347656,0.040859561413526535,0.0,,,,,,,
